#,Song Title,Saga,Video Title,Artist,Views,Likes,Comments,Duration,Uploaded Date,link
36,The Challenege,Ithaca,The Challenge - EPIC the Musical Animatic,ShyXxLane,883,98,19,3:33,2024-12-31,https://www.youtube.com/watch?v=qCjUOxL_g5M
36,The Challenege,Ithaca,The Challenge animatic by Michi,Michi,2940,253,15,3:22,2025-01-23,https://www.youtube.com/watch?v=3omW3SOlTGM
36,The Challenege,Ithaca,The Challenge || EPIC: The Musical Animatic (Flash Warning),LilyisPie ._.,9347,1034,62,3:27,2025-05-30,https://www.youtube.com/watch?v=arZ34Zly5w4
36,The Challenege,Ithaca,The Challenge | EPIC: The Musical Animatic,Crimson,26067,2481,52,3:24,2025-06-22,https://www.youtube.com/watch?v=ECf_X3DVaDI
36,The Challenege,Ithaca,The Challenge Full animatic [EPIC THE MUSICAL],Scilla nimation,8511,974,70,3:29,2025-07-09,https://www.youtube.com/watch?v=vsVpxp4twZQ
36,The Challenege,Ithaca,The Challenge/Epic the musical/Full animatic,Avitski,7933,606,25,3:21,2024-12-26,https://www.youtube.com/watch?v=oSzcwzgQNV0
36,The Challenege,Ithaca,The challenge EPIC THE MUSICAL,CLAYS author ,2705,130,7,3:18,2025-01-01,https://www.youtube.com/watch?v=uzu75FQWDY4
36,The Challenege,Ithaca,The Challenge (EPIC: The musical),izzy,49,6,2,3:19,2025-01-06,https://www.youtube.com/watch?v=ylI21BwLvSw
36,The Challenege,Ithaca,Epic The Musical full Animatic || The Challenge,Yuki ,1555,163,20,3:28,2025-08-14,https://www.youtube.com/watch?v=l0-pmPVzA4Y
36,The Challenege,Ithaca,The Challenge | EPIC The Musical Animatic,Potato Pile,35293,1516,31,3:23,2025-09-28,https://www.youtube.com/watch?v=nzXnQ96bIKg
36,The Challenege,Ithaca,| The Challenge from EPIC the musical animatic |,ItsAnima,9905,955,30,3:20,2025-11-03,https://www.youtube.com/watch?v=uB9-8_NgxUw
36,The Challenege,Ithaca,The Challenge | EPIC: The Musical Full Animatic,Idon't,5309,388,11,3:29,2026-01-25,https://www.youtube.com/watch?v=NOZRpKVe6MY
36,The Challenege,Ithaca,THE CHALLENGE | EPIC:the musical animatic,Willpalfrog𓆏,35569,1750,69,3:31,2026-01-10,https://www.youtube.com/watch?v=aTuWFQbGQwQ
36,The Challenege,Ithaca,The Challenge || Epic: the Musical Animatic,KayAnimations,610,70,5,3:31,2026-03-11,https://www.youtube.com/watch?v=w8kDj5t4Tgk
36,The Challenege,Ithaca,The Challenge | EPIC: The Musical ANIMATIC,gigi,635540,75553,2552,4:11,2026-03-15,https://www.youtube.com/watch?v=Tp2SSmf2ebo
36,The Challenege,Ithaca,THE CHALLENGE | Epic: The Musical Animatic | Mycenaean Inspired,Jojo Fraga,54284,9312,397,3:36,2026-03-27,https://www.youtube.com/watch?v=McWyuDl3Ju4
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: The Musical | Animatic | ⚠️ Trigger Warning: SA & blood,Saito,27356,2697,216,3:11,2025-05-05,https://www.youtube.com/watch?v=I5b2jBsbies
37,Hold Them Down,Ithaca,Hold Them Down | EPIC : The Musical Animatic,zar,3396799,67719,1607,3:05,2024-12-25,https://www.youtube.com/watch?v=Nq85UspZNZY
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: The Musical animatic,Orange,2354666,54834,958,3:13,2025-01-02,https://www.youtube.com/watch?v=ZfoV0GdRVIo
37,Hold Them Down,Ithaca,Hold Them Down | [EPIC: The Musical] Animatic,Stella Luna,1297620,56080,1425,3:05,2025-01-03,https://www.youtube.com/watch?v=kk_kZhxImDw
37,Hold Them Down,Ithaca,HOLD THEM DOWN | EPIC: The Musical (ANIMATIC) ⚠️ Trigger Warning SA & Blood &Gore ⚠️The Ithaca Saga,BrittPowwPixel,2209258,46640,1717,3:14,2025-01-19,https://www.youtube.com/watch?v=sVZRJSMxgU4
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: The musical Full Animatic,MessyMoonMess,894319,39756,1156,3:10,2025-01-17,https://www.youtube.com/watch?v=YEQJUWA8MWk
37,Hold Them Down,Ithaca,Hold Them Down | EPIC : The Musical Animatic (LATE 10k special),SharkieePuff !!,589634,31677,1328,3:13,2025-01-18,https://www.youtube.com/watch?v=XM8k965iEr0
37,Hold Them Down,Ithaca,Epic the Musical: Hold Them Down (animatic),BigFatBreak,56088,5537,249,3:06,2025-01-20,https://www.youtube.com/watch?v=I75GmlGqLxo
37,Hold Them Down,Ithaca,|HOLD THEM DOWN| EPIC: The Musical  Full 3D Animation,Mr. Gameron,6397576,192068,7808,3:05,2025-05-24,https://www.youtube.com/watch?v=6YfhMMHizoY
37,Hold Them Down,Ithaca,Hold Them Down || EPIC: The Musical (Ithaca Saga) || Full Animatic,Ash,315556,12810,412,3:06,2025-01-05,https://www.youtube.com/watch?v=XuaR6Rni-zo
37,Hold Them Down,Ithaca,Hold them down- Epic the musical animation,Irunaki xd,189101,12897,722,3:34,2024-12-29,https://www.youtube.com/watch?v=YPtjR_iHPlo
37,Hold Them Down,Ithaca,Hold them down | Epic the Musical Animatic,Crashite,206837,13017,365,3:11,2025-01-26,https://www.youtube.com/watch?v=Tp5OyDWz3yY
37,Hold Them Down,Ithaca,Hold Them Down | EPIC : The Musical Animatic,Dschanky ,100972,6865,197,3:04,2024-12-29,https://www.youtube.com/watch?v=rx3POo56g84
37,Hold Them Down,Ithaca,HOLD THEM DOWN FULL ANIMATIC {EPIC THE MUSICAL},Sylban,129899,10887,492,3:25,2025-03-20,https://www.youtube.com/watch?v=1xe2ogNZzOo
37,Hold Them Down,Ithaca,Hold Them Down - EPIC The Musical animatic [TW],Paper Poetry,53759,3137,99,3:09,2024-12-25,https://www.youtube.com/watch?v=2mdriI8ZMxA
37,Hold Them Down,Ithaca,Hold Them Down | Epic The Musical Animatic,heresmyartash,396901,32941,422,3:14,2025-02-10,https://www.youtube.com/watch?v=FZ-XBH6PA1s
37,Hold Them Down,Ithaca,Hold Them Down: An EPIC the Musical Animatic,ConzNPros,86976,6631,329,3:07,2024-12-25,https://www.youtube.com/watch?v=En2DwRFnwA0
37,Hold Them Down,Ithaca,Hold Them Down - FULL animatic (Epic: The Musical),Dr. Placido,47959,3039,218,3:04,2025-01-12,https://www.youtube.com/watch?v=Tn_Jf1QItnE
37,Hold Them Down,Ithaca,Hold Them Down| Epic The Musical,Lodi3loni3,43742,3456,103,3:14,2025-01-06,https://www.youtube.com/watch?v=TCz1o9YuAg4
37,Hold Them Down,Ithaca,„Hold them Down“ Animatic  (Epic the musical),JustTheGuy,36510,2558,131,3:11,2025-01-04,https://www.youtube.com/watch?v=czVhbcwRsSc
37,Hold Them Down,Ithaca,Hold Them Down [Epic the Musical],HAH Studios,30184,1544,115,3:07,2024-12-27,https://www.youtube.com/watch?v=ieyJmRbIf38
37,Hold Them Down,Ithaca,Hold Them Down || EPIC: The Musical • Animatic,hellith,32343,2573,193,3:07,2025-01-16,https://www.youtube.com/watch?v=Z4tj68XIBAU
37,Hold Them Down,Ithaca,Hold them Down - Animatic  Epic the Musical,Erynnyen,28096,2438,113,3:14,2025-02-03,https://www.youtube.com/watch?v=EmNmjuUhVFU
37,Hold Them Down,Ithaca,Hold Them Down | EPIC The Musical Animatic,The Traveling Pen,19652,1343,54,3:03,2024-12-31,https://www.youtube.com/watch?v=-Wh7UodqM00
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: the musical ANIMATIC,Moya_mochii,13796,912,45,3:08,2024-12-30,https://www.youtube.com/watch?v=sJHlDRzKU8s
37,Hold Them Down,Ithaca,Hold Them Down| Epic the musical anumatic,Sonic_the_artist,7339,439,35,3:02,2024-12-27,https://www.youtube.com/watch?v=6B3zzzg-i38
37,Hold Them Down,Ithaca,Hold Them Down | Epic Animatic,SneezyArtFits,3600,476,34,3:05,2025-02-05,https://www.youtube.com/watch?v=lY7Na3O1OFs
37,Hold Them Down,Ithaca,Hold Them Down Animatic | EPIC: The Musical,Conundrum of Esoterica  ,4578,204,17,3:25,2025-02-27,https://www.youtube.com/watch?v=dZL5DNKdDe4
37,Hold Them Down,Ithaca,[FULL VERSION] Hold Them Down | EPIC: The Musical Animatic,Harley Fie,3741,149,13,3:05,2025-02-04,https://www.youtube.com/watch?v=8WVOFldW8Qk
37,Hold Them Down,Ithaca,Hold them down - Animatic,Locote409,3395,286,39,3:06,2025-03-21,https://www.youtube.com/watch?v=rz6yt6etwiU
37,Hold Them Down,Ithaca,HOLD THEM DOWN (FULL ANIMATIC) || EPIC THE MUSICAL ANIMATIC,Wubbo,4322,160,14,3:22,2025-01-12,https://www.youtube.com/watch?v=-oikSY6ak5Q
37,Hold Them Down,Ithaca,Hold Them Down || Epic The Musical Animatic,Rozu Gold,2464,239,25,3:06,2025-02-08,https://www.youtube.com/watch?v=QMcA8wsarw0
37,Hold Them Down,Ithaca,Hold Them Down || EPIC : The Musical || Animatic,Vanic,1089,57,8,3:05,2025-02-12,https://www.youtube.com/watch?v=rBCM-kWPCE8
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: The Musical Animatic,nox,917,78,14,3:08,2025-03-06,https://www.youtube.com/watch?v=ExctS0D8tvo
37,Hold Them Down,Ithaca,Hold Them Down | EPIC : The Musical Full Animatic,Amour King,646,31,6,3:05,2025-03-23,https://www.youtube.com/watch?v=UiRdva07aLE
37,Hold Them Down,Ithaca,Hold Them Down [Epic: the Musical]- FULL animatic,HeadOfAFlower,553,39,10,3:03,2024-12-28,https://www.youtube.com/watch?v=BHVJlJ7wR-Y
37,Hold Them Down,Ithaca,Hold Them Down II Epic the Musical Full Animatic!,Junebug Draws,408,28,0,3:02,2024-12-29,https://www.youtube.com/watch?v=LRbQjtpyXJ4
37,Hold Them Down,Ithaca,Hold them down |EPIC: The musical Animatic,izzy,192,10,5,3:04,2025-01-18,https://www.youtube.com/watch?v=iAiY_INbRkA
37,Hold Them Down,Ithaca,EPIC The Musical|| full Animatic||Hold Them Down||,Yuki ,56990,6571,460,3:21,2025-06-03,https://www.youtube.com/watch?v=wTS_Dnq90WY
37,Hold Them Down,Ithaca,HOLD THEM DOWN (Full Epic the musical Animatic),DGuira,9321,788,29,3:11,2025-06-08,https://www.youtube.com/watch?v=EM_svdJZ-l8
37,Hold Them Down,Ithaca,HOLD THEM DOWN — (EPIC: The Musical) Full Animatic,Zyreen Eloise,244958,14701,401,3:12,2025-07-01,https://www.youtube.com/watch?v=rUOXsiu5bMU
37,Hold Them Down,Ithaca,Hold Them Down animatic | EPIC: The Musical,“J”,38964,3713,93,3:11,2025-01-08,https://www.youtube.com/watch?v=4EuGPtamGgE
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: The Musical Animatic,ELAIK ,36095,2545,93,3:05,2025-05-05,https://www.youtube.com/watch?v=GPLRR5swYS4
37,Hold Them Down,Ithaca,HOLD THEM DOWN: An Epic Animatic,wendi_draws,581,0,3,3:07,2025-02-01,https://www.youtube.com/watch?v=yvP5GxuVi0A
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: The Musical (Animatic) |,BrushPaint Cat,2211872,104944,4130,3:08,2025-08-08,https://www.youtube.com/watch?v=p-P0kaqJg3w
37,Hold Them Down,Ithaca,Hold Them Down EPIC Animatic,Potato Pile,5528,347,25,3:10,2025-06-09,https://www.youtube.com/watch?v=69vJhQnwx0k
37,Hold Them Down,Ithaca,Hold Them Down | EPIC: The Musical,Isaiahzilla Productions,306,17,2,3:34,2025-09-19,https://www.youtube.com/watch?v=LF1dBkQBPKE
38,Odysseus,Ithaca,Odysseus [EPIC: The Musical] Full Animatic,Duvetbox,6603382,220925,7200,5:33,2025-01-22,https://www.youtube.com/watch?v=TBfp__LH554
38,Odysseus,Ithaca,ODYSSEUS | EPIC: The Musical Animatic [FULL VERSION],Stella Luna,3870938,111236,2450,5:31,2025-01-21,https://www.youtube.com/watch?v=XusDFv2wL9U
38,Odysseus,Ithaca,ODYSSEUS | EPIC: The Musical (FULL ANIMATIC) The Ithaca Saga,BrittPowwPixel,1210585,33124,1166,5:32,2025-03-01,https://www.youtube.com/watch?v=vi3JeyQgHqk
38,Odysseus,Ithaca,Odysseus | EPIC : The Musical Animatic,zar,2267952,62153,1767,5:33,2024-12-27,https://www.youtube.com/watch?v=DBKi5Vtlcmc
38,Odysseus,Ithaca,EPIC - Odysseus Animatic,AliMar,85270,8719,348,5:37,2025-02-19,https://www.youtube.com/watch?v=YUwR6dqWSPg
38,Odysseus,Ithaca,Odysseus [Epic: The Musical] [FULL animatic] [minor flash warning],Sciitikat,475164,28833,450,5:33,2025-01-04,https://www.youtube.com/watch?v=IG8MWb3npIY
38,Odysseus,Ithaca,"Odysseus Animatic :)  (EXTRA BLOODY, EXPOSED ORGANS, EXTRA CURSING) IM SORRY",Tatania3070,203812,20496,1261,5:49,2025-05-19,https://www.youtube.com/watch?v=QuvBuAscbLo
38,Odysseus,Ithaca,"""ODYSSEUS"" / EPIC: THE MUSICAL / FULL ANIMATIC",Unfriendlyaesop,318507,8565,307,5:43,2025-05-06,https://www.youtube.com/watch?v=f_8lOcE2Fxk
38,Odysseus,Ithaca,Odysseus Animatic | Epic the Musical,Skystep1,10367,661,24,5:42,2025-02-05,https://www.youtube.com/watch?v=l9vHzS12wTY
38,Odysseus,Ithaca,ODYSSEUS | Full Epic the Musical Animatic,crooked crown animatics,33241,2310,124,5:53,2025-01-06,https://www.youtube.com/watch?v=Dhei2q7HpVE
38,Odysseus,Ithaca,Odysseus [Epic the Musical],HAH Studios,74137,3319,278,5:35,2025-01-01,https://www.youtube.com/watch?v=3vTAazXNS7A
38,Odysseus,Ithaca,Odysseus | EPIC the Musical: Full Animatic |,Rana Haurire,74252,4112,95,5:36,2024-12-29,https://www.youtube.com/watch?v=syQv69o01Zo
38,Odysseus,Ithaca,Odysseus | EPIC the Musical Animatic,The Traveling Pen,28561,2255,68,5:23,2025-01-20,https://www.youtube.com/watch?v=4P6a8fNTzzk
38,Odysseus,Ithaca,Odysseus/ Epic the Musical Animatic,Mild Lemons,25520,0,119,5:37,2025-01-03,https://www.youtube.com/watch?v=6hohX7UG7Jo
38,Odysseus,Ithaca,Odysseus || EPIC: The Musical || Full Animatic,Vanic,1660,113,19,5:46,2025-01-28,https://www.youtube.com/watch?v=vYunA1NHPg4
38,Odysseus,Ithaca,Odysseus | EPIC: The musical | Full Animatic | TW: Flashing and Violence,Claudya_11 ,82713,4258,164,5:31,2024-12-27,https://www.youtube.com/watch?v=EbwpxZWc-cc
38,Odysseus,Ithaca,ODYSSEUS ☆ EPIC THE MUSICAL ANIMATIC ☆,Adria Is Bazooble,67529,3678,183,5:38,2024-12-25,https://www.youtube.com/watch?v=xk3M7hqiGho
38,Odysseus,Ithaca,Odysseus | EPIC: The Musical Animatic | TW: Flashing Lights and Violence,LWD,76661,5678,124,5:19,2024-12-26,https://www.youtube.com/watch?v=3522PwLBEEQ
38,Odysseus,Ithaca,Odysseus | EPIC:the musical | Full animatic,i.norami,2963,202,9,5:31,2025-02-08,https://www.youtube.com/watch?v=9wWvn50XglY
38,Odysseus,Ithaca,"Odysseus animatic, Epic: the musical song 38",DoobieDooArts,210,5,16,5:33,2025-05-18,https://www.youtube.com/watch?v=0rqvCDd0Hyo
38,Odysseus,Ithaca,Odysseus | EPIC the musical | full animatic,Icarus,3858,283,7,5:22,2024-12-31,https://www.youtube.com/watch?v=9nR6z6t6zNg
38,Odysseus,Ithaca,[FLASH WARNING] [ ODYSSEUS — EPIC: The Musical ANIMATIC ],Charlie A 🌸🦊,445,25,7,5:36,2025-01-01,https://www.youtube.com/watch?v=UkuTrkAmGSw
38,Odysseus,Ithaca,Odysseus | Epic the musical animatic,Fortuna Azofe / Fluger,479,32,3,5:28,2025-01-13,https://www.youtube.com/watch?v=Xjuv-Zd703Y
38,Odysseus,Ithaca,Odysseus | EPIC : The musical Ithaca Saga animatic,Lytcadrahc,1292,57,12,5:33,2025-02-28,https://www.youtube.com/watch?v=Vo-2fzQkQ4Q
38,Odysseus,Ithaca,ODYSSEUS: An Epic Animatic,wendi_draws,808,0,6,5:32,2025-02-22,https://www.youtube.com/watch?v=y0RjabdEcQI
38,Odysseus,Ithaca,ODYSSEUS. EPIC: the musical fan animatic,crazlei,71342,6596,312,5:43,2025-09-24,https://www.youtube.com/watch?v=MAVFmXphXPk
38,Odysseus,Ithaca,Odysseus || EPIC: The Musical • Animatic,hellith,22645,2050,215,5:34,2025-12-26,https://www.youtube.com/watch?v=pjgL1e9Wvmo
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder_ EPIC: The Musical / Animatic,Ximena Natzel,3248634,93601,2761,4:58,2025-02-02,https://www.youtube.com/watch?v=tA9srbefWfk
39,I Can't Help But Wonder,Ithaca,I CAN'T HELP BUT WONDER | EPIC: The Musical Animatic/Animation [FULL VERSION],Stella Luna,914843,32363,771,5:04,2025-04-06,https://www.youtube.com/watch?v=0sOZYw7wYUc
39,I Can't Help But Wonder,Ithaca,I CAN’T HELP BUT WONDER (ICHBW) | EPIC: The Musical Animatic (The Ithaca Saga),BrittPowwPixel,305027,11864,553,4:53,2025-04-17,https://www.youtube.com/watch?v=kHOn8OExrws
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder (EPIC: The Musical Animatic),MaevetheFae,525871,11576,350,4:57,2025-01-29,https://www.youtube.com/watch?v=pvOk0k7hGc4
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder | Epic : The Musical | Full Animatic,Bittersnailz,75060,3511,72,5:12,2025-02-07,https://www.youtube.com/watch?v=HEPDv-dzgmQ
39,I Can't Help But Wonder,Ithaca,I Can't Help but Wonder | EPIC: The Musical Animation,FearlessSeal,32091,3221,143,4:56,2025-03-02,https://www.youtube.com/watch?v=94716Z0Gqfc
39,I Can't Help But Wonder,Ithaca,I Can’t Help But Wonder [EPIC: The Musical] Animatic,Dray,821505,29317,470,4:52,2024-12-27,https://www.youtube.com/watch?v=VXu4kJQGplo
39,I Can't Help But Wonder,Ithaca,I can't help but wonder | EPIC: The Musical Animatic,Mejillustrates,29986,2332,38,5:05,2025-01-25,https://www.youtube.com/watch?v=t9c63ekz_qw
39,I Can't Help But Wonder,Ithaca,I Can’t Help But Wonder | Epic: The Musical | Full Animatic,YourLocalAnimations,283709,14414,327,4:58,2025-01-09,https://www.youtube.com/watch?v=8pc7cSaUw68
39,I Can't Help But Wonder,Ithaca,I CAN'T HELP BUT WONDER ANIMATION [EPIC THE MUSICAL] (THE ITHICA SAGA),Leif ,30473,1640,93,4:48,2025-01-10,https://www.youtube.com/watch?v=fnC6OwA9EUg
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder FULL ANIMATIC ║EPIC The Musical║,TeddyWojtek,5951,313,22,4:57,2025-01-19,https://www.youtube.com/watch?v=PGQ4PUzTVm8
39,I Can't Help But Wonder,Ithaca,I can't help but wonder | Epic the musical animatic,sssugarthat,4825,256,7,4:54,2025-01-08,https://www.youtube.com/watch?v=ohGzJSrIKdo
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder l EPIC: The Musical Animatic,DrawRoMoon,13770,967,50,5:07,2025-01-21,https://www.youtube.com/watch?v=ONdGvgi07U4
39,I Can't Help But Wonder,Ithaca,I Can´t Help but Wonder / Epic: The Musical / Animatic,bonk_07,2938,186,19,4:52,2025-02-15,https://www.youtube.com/watch?v=ZkGwOHawbDM
39,I Can't Help But Wonder,Ithaca,I Can't Help but Wonder || EPIC: The Musical Animatic,IHasStory,86867,4719,155,4:48,2024-12-28,https://www.youtube.com/watch?v=KlV_pDlqzzk
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder [EPIC the Musical],HAH Studios,7561,343,31,4:53,2025-02-01,https://www.youtube.com/watch?v=RO37xg4FkNw
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder ~ Epic Animatic,Ellora Elkalyn,3779,232,37,4:53,2025-01-07,https://www.youtube.com/watch?v=5g97mAnYzfQ
39,I Can't Help But Wonder,Ithaca,I Can’t Help But Wonder | EPIC The Musical Full Animatic,LoneDoesStuff,368,0,5,4:50,2025-02-10,https://www.youtube.com/watch?v=ylDVwgHaAiY
39,I Can't Help But Wonder,Ithaca,I Can't Help but Wonder | EPIC: the Musical Animatic,LibertyDraws,1069,78,12,5:00,2025-03-24,https://www.youtube.com/watch?v=NWnAifou1gU
39,I Can't Help But Wonder,Ithaca,I Can’t Help But Wonder | EPIC the Musical Animatic,The Traveling Pen,16116,1131,38,4:50,2025-01-27,https://www.youtube.com/watch?v=EXgFv1tKMrU
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder (animation/animatic) | EPIC the musical,Rochi,645213,39447,1014,5:01,2025-06-03,https://www.youtube.com/watch?v=dHfZ84ytX9Q
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder 「 EPIC: The Musical | Full Animatic 」,Sova,87560,6717,222,4:53,2025-07-06,https://www.youtube.com/watch?v=0bP9WqFzNnI
39,I Can't Help But Wonder,Ithaca,I Can't Help But Wonder - EPIC: The Musical {Animatic},Keeahhnah ,13420,1021,37,3:08,2025-04-10,https://www.youtube.com/watch?v=CuQ8PiRpSCk
39,I Can't Help But Wonder,Ithaca,I Can’t Help But Wonder | EPIC the Musical🎵 | Full Animatic,RoyalRainShine,5237,476,33,5:04,2025-10-17,https://www.youtube.com/watch?v=ik-EwB-mdGA
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again | EPIC the musical animatic,clover,3902811,109471,1881,5:57,2025-01-16,https://www.youtube.com/watch?v=8Pup8OHaHn4
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again - EPIC: The Musical / Animatic,Ximena Natzel,3688685,143173,3799,5:50,2025-01-17,https://www.youtube.com/watch?v=PytYcbVfnfo
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again - EPIC: The Musical / Animatic,Nya Tyan,8025593,192143,2312,5:46,2025-02-03,https://www.youtube.com/watch?v=RAVfp4YZ8nA
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again {EPIC the musical},Sofien,1432674,73816,1843,5:43,2025-01-12,https://www.youtube.com/watch?v=hkD7Votagj0
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again? - EPIC: The Musical (Animatic),TheeArteest,869897,26885,678,5:41,2025-01-02,https://www.youtube.com/watch?v=q4WzVYUMMsg
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love With Me Again | EPIC: the Musical | Animatic,Comic_Fodder,122513,10477,270,6:01,2025-02-23,https://www.youtube.com/watch?v=m56wk_h8mtc
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again (EPIC: The Musical Animatic),MaevetheFae,1195406,23205,377,5:47,2025-05-17,https://www.youtube.com/watch?v=W4PFj0EV5Fo
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again | Full Animatic,David Díaz,55258,5217,289,5:50,2025-04-15,https://www.youtube.com/watch?v=c-RR-jHZlE4
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again | EPIC: The Musical Animatic,ELAIK ,400526,18354,617,5:47,2025-01-01,https://www.youtube.com/watch?v=bezb6efPXbw
40,Would You Fall in Love with Me Again,Ithaca,Would you fall in love with me again [ Epic : the musical ] Animatic,Twillykat,399469,22092,345,5:14,2025-01-04,https://www.youtube.com/watch?v=YLSFuZ-hhX4
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love With Me Again? [EPIC: The Musical] Animatic,Dray,166007,8298,194,5:46,2025-01-01,https://www.youtube.com/watch?v=DQkboSYFw7w
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again | EPIC : The Musical Animatic,zar,101475,7076,224,5:41,2025-02-01,https://www.youtube.com/watch?v=WuJ7vlGoItQ
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again / EPIC: The Musical / animatic,SharkieePuff !!,72855,6710,246,5:50,2025-01-26,https://www.youtube.com/watch?v=rkpT8e3dJxU
40,Would You Fall in Love with Me Again,Ithaca,"would you fall in love with me again | ""EPIC: the musical"" animatic",owg005,68097,7114,233,5:50,2025-03-05,https://www.youtube.com/watch?v=u2lbQL1kGaM
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again || EPIC: The Musical • Animatic,hellith,120120,9549,640,5:40,2025-02-01,https://www.youtube.com/watch?v=tv8ja0O3-yU
40,Would You Fall in Love with Me Again,Ithaca,Would you fall in love with me again? || EPIC The Musical || Animatic,Moondon,20113,2510,194,5:54,2025-04-06,https://www.youtube.com/watch?v=q2LOYn10kv4
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love With Me Again | EPIC The Musical Animatic,The Traveling Pen,12165,1028,35,5:41,2025-02-14,https://www.youtube.com/watch?v=-1E1GeuO9i0
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again? |EPIC: The Musical Animatic|,Rana Haurire,81129,4074,89,5:45,2025-01-02,https://www.youtube.com/watch?v=mQrjkk5fTFQ
40,Would You Fall in Love with Me Again,Ithaca,"Would you fall in love, with me again? || EPIC THE MUSICAL ANIMATIC [song by @JayHerrans ]",relatablesketch,16429,1834,29,5:41,2025-01-11,https://www.youtube.com/watch?v=WO5ZENKMJMM
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love With Me Again -Epic the musical Animatic,Kitsune Queen,3200,179,12,5:49,2025-01-09,https://www.youtube.com/watch?v=zUfx9RdQ2ks
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again - EPIC the musical animatic,Hibiscus,7544,598,45,5:43,2025-02-14,https://www.youtube.com/watch?v=n032hJTVAzQ
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again? (EPIC: The Musical) ANIMATIC,Isabella Baker,4302,524,55,5:44,2025-05-16,https://www.youtube.com/watch?v=ifqzwWIAV4s
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall in Love with Me Again/ Epic: The Musical / Animatic,bonk_07,3589,182,19,5:46,2025-03-17,https://www.youtube.com/watch?v=IY65rbXHif4
40,Would You Fall in Love with Me Again,Ithaca,Would you fall in love with me  again?[animatic],~•Ë§MË•~,1708,91,14,5:43,2025-05-02,https://www.youtube.com/watch?v=LlVZk4lTYVI
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again | EPIC: The Musical Animatic,BrittPowwPixel,337370,19779,922,5:51,2025-06-12,https://www.youtube.com/watch?v=GQsidlxUNBs
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love with Me Again | Epic the Musical Animatic,syhartstudio,7329,525,32,5:54,2025-02-08,https://www.youtube.com/watch?v=FDBxRO3Har8
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again | Epic: The Musical FULL ANIMATIC,YourLocalAnimations,383701,18046,430,6:18,2025-07-03,https://www.youtube.com/watch?v=taoiLHg0-5M
40,Would You Fall in Love with Me Again,Ithaca,WYFILWMA Full Animatic // Epic The Musical,🌸 Arty or Harriet :3 🌸,3422,129,30,5:53,2025-02-14,https://www.youtube.com/watch?v=bQVzQ0MdIJo
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again || FULL Animatic,caavey,6555,424,17,5:57,2025-01-07,https://www.youtube.com/watch?v=IQkkbgbGLSU
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again - EPIC: The Musical Animatic,Locote409,1256,65,22,5:47,2025-02-01,https://www.youtube.com/watch?v=81_f8MbUTJo
40,Would You Fall in Love with Me Again,Ithaca,Would You Fall In Love With Me Again-EPIC: The Musical (Animatic),MedaRosaArt,1050,81,27,5:46,2025-04-08,https://www.youtube.com/watch?v=CgCTOpDZM6k
